Sample (1000 Ep),Avg Loss (1000 Eps), Overall Avg Loss
191.0,0.19057335655800017,0.1742611890420887
192.0,0.19024555459000045,0.17434444051238274
193.0,0.20020988442600018,0.1744784576621057
194.0,0.181152489997,0.17451285971330535
195.0,0.1820357395180002,0.174551438386259
196.0,0.17757376264500008,0.17456685832931462
197.0,0.17001544354199985,0.1745437548182298
198.0,0.18995517371700027,0.17462158987410706
199.0,0.16714936714099954,0.17458404120483856
200.0,0.1875973770910001,0.1746491075589374
